TU LWE Challenge, n =  40, alpha = 0.0350
[0m[1;31m dim = 188, dvol = 327.74 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 
 index:        1, (beta,j): (  79,   8) --> ( 187,   1), goal index:       71, cost =
 index:      867, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9420, cost =
 index:      868, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9455, cost =
 index:      869, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9457, cost =
 index:      870, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9488, cost =
 index:      871, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9498, cost =
 index:      872, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9529, cost =
 index:      873, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9562, cost =
 index:      874, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9593, cost =
 index:      875, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9616, cost =
 index:      876, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9648, cost =
 index:      877, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9677, cost =
 index:      878, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9709, cost =
 index:      879, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9742, cost =
 index:      880, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9776, cost =
 index:      881, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9811, cost =
 index:      882, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9846, cost =
 index:      883, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9870, cost =
 index:      884, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9904, cost =
 index:      885, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9931, cost =
 index:      886, (beta,j): ( 122,   3) --> ( 187,   1), goal index:     9966, cost =
 index:      887, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10001, cost =
 index:      888, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10036, cost =
 index:      889, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10071, cost =
 index:      890, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10106, cost =
 index:      891, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10140, cost =
 index:      892, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10175, cost =
 index:      893, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10209, cost =
 index:      894, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10244, cost =
 index:      895, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10278, cost =
 index:      896, (beta,j): ( 123,   3) --> ( 187,   1), goal index:     9970, cost =
 index:      897, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      898, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      899, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      900, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      901, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      902, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      903, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      904, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      905, (beta,j): ( 122,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      906, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10003, cost =
 index:      907, (beta,j): ( 123,   3) --> ( 187,   1), goal index:     9977, cost =
 index:      908, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10007, cost =
 index:      909, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10023, cost =
 index:      910, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10052, cost =
 index:      911, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10086, cost =
 index:      912, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10120, cost =
 index:      913, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10148, cost =
 index:      914, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10179, cost =
 index:      915, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10211, cost =
 index:      916, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10242, cost =
 index:      917, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10272, cost =
 index:      918, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10303, cost =
 index:      919, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10334, cost =
 index:      920, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10363, cost =
 index:      921, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10395, cost =
 index:      922, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10390, cost =
 index:      923, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10419, cost =
 index:      924, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10431, cost =
 index:      925, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10461, cost =
 index:      926, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10482, cost =
 index:      927, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10511, cost =
 index:      928, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10535, cost =
 index:      929, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10566, cost =
 index:      930, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10600, cost =
 index:      931, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10627, cost =
 index:      932, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10658, cost =
 index:      933, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10691, cost =
 index:      934, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10725, cost =
 index:      935, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10757, cost =
 index:      936, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10783, cost =
 index:      937, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10817, cost =
 index:      938, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10851, cost =
 index:      939, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10884, cost =
 index:      940, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10916, cost =
 index:      941, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10950, cost =
 index:      942, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    10984, cost =
 index:      943, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11018, cost =
 index:      944, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11051, cost =
 index:      945, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11085, cost =
 index:      946, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11117, cost =
 index:      947, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11151, cost =
 index:      948, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11184, cost =
 index:      949, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11218, cost =
 index:      950, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11251, cost =
 index:      951, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11284, cost =
 index:      952, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11317, cost =
 index:      953, (beta,j): ( 123,   3) --> ( 187,   1), goal index:    11350, cost =
 index:      954, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11382, cost =
 index:      955, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10342, cost =
 index:      956, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10371, cost =
 index:      957, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10386, cost =
 index:      958, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10415, cost =
 index:      959, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10425, cost =
 index:      960, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10458, cost =
 index:      961, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10492, cost =
 index:      962, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10468, cost =
 index:      963, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10495, cost =
 index:      964, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10512, cost =
 index:      965, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10543, cost =
 index:      966, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10576, cost =
 index:      967, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10610, cost =
 index:      968, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10629, cost =
 index:      969, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10657, cost =
 index:      970, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10687, cost =
 index:      971, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10718, cost =
 index:      972, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10750, cost =
 index:      973, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10776, cost =
 index:      974, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10808, cost =
 index:      975, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10832, cost =
 index:      976, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10860, cost =
 index:      977, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10868, cost =
 index:      978, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10896, cost =
 index:      979, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10913, cost =
 index:      980, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10943, cost =
 index:      981, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    10970, cost =
 index:      982, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11001, cost =
 index:      983, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11026, cost =
 index:      984, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11058, cost =
 index:      985, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11089, cost =
 index:      986, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11118, cost =
 index:      987, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11149, cost =
 index:      988, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11178, cost =
 index:      989, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11211, cost =
 index:      990, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11242, cost =
 index:      991, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11272, cost =
 index:      992, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11305, cost =
 index:      993, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11332, cost =
 index:      994, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11364, cost =
 index:      995, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11397, cost =
 index:      996, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11429, cost =
 index:      997, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11461, cost =
 index:      998, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11494, cost =
 index:      999, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11527, cost =
 index:     1000, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11559, cost =
 index:     1001, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11591, cost =
 index:     1002, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11624, cost =
 index:     1003, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11656, cost =
 index:     1004, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11688, cost =
 index:     1005, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11720, cost =
 index:     1006, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11752, cost =
 index:     1007, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11784, cost =
 index:     1008, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11815, cost =
 index:     1009, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11847, cost =
 index:     1010, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11879, cost =
 index:     1011, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11911, cost =
 index:     1012, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11944, cost =
 index:     1013, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    11977, cost =
 index:     1014, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12009, cost =
 index:     1015, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12042, cost =
 index:     1016, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12075, cost =
 index:     1017, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12108, cost =
 index:     1018, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12140, cost =
 index:     1019, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12172, cost =
 index:     1020, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12204, cost =
 index:     1021, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12237, cost =
 index:     1022, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12270, cost =
 index:     1023, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12303, cost =
 index:     1024, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12335, cost =
 index:     1025, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12365, cost =
 index:     1026, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12398, cost =
 index:     1027, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12431, cost =
 index:     1028, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12463, cost =
 index:     1029, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12495, cost =
 index:     1030, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12527, cost =
 index:     1031, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12510, cost =
 index:     1032, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12543, cost =
 index:     1033, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12575, cost =
 index:     1034, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12606, cost =
 index:     1035, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12638, cost =
 index:     1036, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12663, cost =
 index:     1037, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12694, cost =
 index:     1038, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12725, cost =
 index:     1039, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12753, cost =
 index:     1040, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12785, cost =
 index:     1041, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12817, cost =
 index:     1042, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12847, cost =
 index:     1043, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12880, cost =
 index:     1044, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12912, cost =
 index:     1045, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12943, cost =
 index:     1046, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    12975, cost =
 index:     1047, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13008, cost =
 index:     1048, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13039, cost =
 index:     1049, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13072, cost =
 index:     1050, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13105, cost =
 index:     1051, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13137, cost =
 index:     1052, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13170, cost =
 index:     1053, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13202, cost =
 index:     1054, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13235, cost =
 index:     1055, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13268, cost =
 index:     1056, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13300, cost =
 index:     1057, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13331, cost =
 index:     1058, (beta,j): ( 125,   3) --> ( 187,   1), goal index:    13362, cost =
 index:     1059, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13395, cost =
 index:     1060, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    12945, cost =
 index:     1061, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    12971, cost =
 index:     1062, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    12970, cost =
 index:     1063, (beta,j): ( 126,   3) --> ( 187,   1), goal index:    13000, cost =
