TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, prec = 1.000000e+03, strategy_add_method = 2
 index:    1, (beta,j): (  51,  15) --> ( 194,   1), goal index:    1, cost =
 index:  862, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2879, cost =
 index:  863, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3000, cost =
 index:  864, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3050, cost =
 index:  865, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3106, cost =
 index:  866, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3321, cost =
 index:  867, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2994, cost =
 index:  868, (beta,j): ( 172,  14) --> ( 210,   1), goal index: 2912, cost =
 index:  869, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 2951, cost =
 index:  870, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3273, cost =
 index:  871, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3206, cost =
 index:  872, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3137, cost =
 index:  873, (beta,j): ( 169,  11) --> ( 210,   1), goal index: 3249, cost =
 index:  874, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3534, cost =
 index:  875, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3442, cost =
 index:  876, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3449, cost =
 index:  877, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3580, cost =
 index:  878, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3880, cost =
 index:  879, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2986, cost =
 index:  880, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3160, cost =
 index:  881, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3207, cost =
 index:  882, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3216, cost =
 index:  883, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3503, cost =
 index:  884, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3214, cost =
 index:  885, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3243, cost =
 index:  886, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3445, cost =
 index:  887, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3761, cost =
 index:  888, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3768, cost =
 index:  889, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3699, cost =
 index:  890, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3417, cost =
 index:  891, (beta,j): ( 173,  11) --> ( 210,   1), goal index: 3721, cost =
 index:  892, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3853, cost =
 index:  893, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3273, cost =
 index:  894, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3282, cost =
 index:  895, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3350, cost =
 index:  896, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3463, cost =
 index:  897, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3182, cost =
 index:  898, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3137, cost =
 index:  899, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3213, cost =
 index:  900, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3252, cost =
 index:  901, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3528, cost =
 index:  902, (beta,j): ( 166,  14) --> ( 210,   1), goal index: 3406, cost =
 index:  903, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2330, cost =
 index:  904, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2404, cost =
 index:  905, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2664, cost =
 index:  906, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 2818, cost =
 index:  907, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 2973, cost =
 index:  908, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3175, cost =
 index:  909, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3381, cost =
 index:  910, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2986, cost =
 index:  911, (beta,j): ( 172,  14) --> ( 210,   1), goal index: 2858, cost =
 index:  912, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 2942, cost =
 index:  913, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3246, cost =
 index:  914, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3244, cost =
 index:  915, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3246, cost =
 index:  916, (beta,j): ( 169,  11) --> ( 210,   1), goal index: 3367, cost =
 index:  917, (beta,j): ( 173,  12) --> ( 210,   1), goal index: 3634, cost =
 index:  918, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3579, cost =
 index:  919, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3632, cost =
 index:  920, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3798, cost =
 index:  921, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 4100, cost =
 index:  922, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 4048, cost =
 index:  923, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3140, cost =
 index:  924, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3156, cost =
 index:  925, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3306, cost =
 index:  926, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3485, cost =
 index:  927, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3242, cost =
 index:  928, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3218, cost =
 index:  929, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3491, cost =
 index:  930, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3774, cost =
 index:  931, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3823, cost =
 index:  932, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3723, cost =
 index:  933, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3444, cost =
 index:  934, (beta,j): ( 173,  11) --> ( 210,   1), goal index: 3759, cost =
 index:  935, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3909, cost =
 index:  936, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3405, cost =
 index:  937, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3390, cost =
 index:  938, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3506, cost =
 index:  939, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3696, cost =
 index:  940, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3288, cost =
 index:  941, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3281, cost =
 index:  942, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3285, cost =
 index:  943, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3324, cost =
 index:  944, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3565, cost =
 index:  945, (beta,j): ( 166,  14) --> ( 210,   1), goal index: 3529, cost =
 index:  946, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2377, cost =
 index:  947, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2382, cost =
 index:  948, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2618, cost =
 index:  949, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 2759, cost =
 index:  950, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 2811, cost =
 index:  951, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3060, cost =
 index:  952, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3235, cost =
 index:  953, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2800, cost =
 index:  954, (beta,j): ( 172,  14) --> ( 210,   1), goal index: 2657, cost =
 index:  955, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 2768, cost =
 index:  956, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3117, cost =
 index:  957, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3064, cost =
 index:  958, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3070, cost =
 index:  959, (beta,j): ( 169,  11) --> ( 210,   1), goal index: 3227, cost =
 index:  960, (beta,j): ( 173,  12) --> ( 210,   1), goal index: 3562, cost =
 index:  961, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3554, cost =
 index:  962, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3577, cost =
 index:  963, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3670, cost =
 index:  964, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3963, cost =
 index:  965, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3851, cost =
 index:  966, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2984, cost =
 index:  967, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2837, cost =
 index:  968, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2914, cost =
 index:  969, (beta,j): ( 172,  12) --> ( 210,   1), goal index: 2863, cost =
 index:  970, (beta,j): ( 173,  12) --> ( 210,   1), goal index: 2916, cost =
 index:  971, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3080, cost =
 index:  972, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3104, cost =
 index:  973, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3283, cost =
 index:  974, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3326, cost =
 index:  975, (beta,j): ( 173,  11) --> ( 210,   1), goal index: 3524, cost =
 index:  976, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3613, cost =
 index:  977, (beta,j): ( 168,  14) --> ( 210,   1), goal index: 3911, cost =
 index:  978, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3007, cost =
 index:  979, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2881, cost =
 index:  980, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2915, cost =
 index:  981, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3021, cost =
 index:  982, (beta,j): ( 172,  14) --> ( 210,   1), goal index: 3293, cost =
 index:  983, (beta,j): ( 172,   6) --> ( 210,   1), goal index: 3065, cost =
 index:  984, (beta,j): ( 174,  14) --> ( 210,   1), goal index: 3400, cost =
 index:  985, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3385, cost =
 index:  986, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3447, cost =
 index:  987, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2807, cost =
 index:  988, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2933, cost =
 index:  989, (beta,j): ( 173,  10) --> ( 210,   1), goal index: 3044, cost =
 index:  990, (beta,j): ( 173,  14) --> ( 210,   1), goal index: 3336, cost =
 index:  991, (beta,j): ( 172,   6) --> ( 210,   1), goal index: 3292, cost =
 index:  992, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3568, cost =
 index:  993, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3591, cost =
 index:  994, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3015, cost =
 index:  995, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2994, cost =
 index:  996, (beta,j): ( 173,  11) --> ( 210,   1), goal index: 3092, cost =
 index:  997, (beta,j): ( 173,  14) --> ( 210,   1), goal index: 3371, cost =
 index:  998, (beta,j): ( 172,   6) --> ( 210,   1), goal index: 3354, cost =
 index:  999, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3622, cost =
 index: 1000, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3674, cost =
 index: 1001, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2998, cost =
 index: 1002, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3071, cost =
 index: 1003, (beta,j): ( 173,  12) --> ( 210,   1), goal index: 3114, cost =
 index: 1004, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3186, cost =
 index: 1005, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3304, cost =
 index: 1006, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3500, cost =
 index: 1007, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3492, cost =
 index: 1008, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3577, cost =
 index: 1009, (beta,j): ( 172,  14) --> ( 210,   1), goal index: 3821, cost =
 index: 1010, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3139, cost =
 index: 1011, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3265, cost =
 index: 1012, (beta,j): ( 171,  11) --> ( 210,   1), goal index: 2694, cost =
 index: 1013, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3085, cost =
 index: 1014, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2972, cost =
 index: 1015, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 2958, cost =
 index: 1016, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3037, cost =
 index: 1017, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3297, cost =
 index: 1018, (beta,j): ( 174,  14) --> ( 210,   1), goal index: 3598, cost =
 index: 1019, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3585, cost =
 index: 1020, (beta,j): ( 171,   4) --> ( 210,   1), goal index: 3675, cost =
 index: 1021, (beta,j): ( 173,  10) --> ( 210,   1), goal index: 3602, cost =
 index: 1022, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3765, cost =
 index: 1023, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 4002, cost =
 index: 1024, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3154, cost =
 index: 1025, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3132, cost =
 index: 1026, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3123, cost =
 index: 1027, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3323, cost =
 index: 1028, (beta,j): ( 175,  14) --> ( 210,   1), goal index: 3520, cost =
 index: 1029, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3733, cost =
 index: 1030, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3711, cost =
 index: 1031, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3101, cost =
 index: 1032, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3137, cost =
 index: 1033, (beta,j): ( 173,  11) --> ( 210,   1), goal index: 2982, cost =
 index: 1034, (beta,j): ( 173,  14) --> ( 210,   1), goal index: 3327, cost =
 index: 1035, (beta,j): ( 172,   6) --> ( 210,   1), goal index: 3203, cost =
 index: 1036, (beta,j): ( 169,  11) --> ( 210,   1), goal index: 3415, cost =
 index: 1037, (beta,j): ( 173,  14) --> ( 210,   1), goal index: 3436, cost =
 index: 1038, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3643, cost =
 index: 1039, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3617, cost =
 index: 1040, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3689, cost =
 index: 1041, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3853, cost =
 index: 1042, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 4045, cost =
 index: 1043, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3489, cost =
 index: 1044, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3191, cost =
 index: 1045, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3369, cost =
 index: 1046, (beta,j): ( 173,  12) --> ( 210,   1), goal index: 3490, cost =
 index: 1047, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3489, cost =
 index: 1048, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3554, cost =
 index: 1049, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3749, cost =
 index: 1050, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3930, cost =
 index: 1051, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3194, cost =
 index: 1052, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3236, cost =
 index: 1053, (beta,j): ( 171,  11) --> ( 210,   1), goal index: 3273, cost =
 index: 1054, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3532, cost =
 index: 1055, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3490, cost =
 index: 1056, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3676, cost =
 index: 1057, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3578, cost =
 index: 1058, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3782, cost =
 index: 1059, (beta,j): ( 169,  13) --> ( 210,   1), goal index: 3817, cost =
 index: 1060, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3666, cost =
 index: 1061, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2840, cost =
 index: 1062, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 2894, cost =
 index: 1063, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 2855, cost =
 index: 1064, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3087, cost =
 index: 1065, (beta,j): ( 174,  14) --> ( 210,   1), goal index: 3223, cost =
 index: 1066, (beta,j): ( 171,   4) --> ( 210,   1), goal index: 3221, cost =
 index: 1067, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3326, cost =
 index: 1068, (beta,j): ( 173,  10) --> ( 210,   1), goal index: 3497, cost =
 index: 1069, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3599, cost =
 index: 1070, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3697, cost =
 index: 1071, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3075, cost =
 index: 1072, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3221, cost =
 index: 1073, (beta,j): ( 173,  12) --> ( 210,   1), goal index: 3190, cost =
 index: 1074, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3171, cost =
 index: 1075, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3353, cost =
 index: 1076, (beta,j): ( 173,   9) --> ( 210,   1), goal index: 3496, cost =
 index: 1077, (beta,j): ( 172,  13) --> ( 210,   1), goal index: 3735, cost =
 index: 1078, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3122, cost =
 index: 1079, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3394, cost =
 index: 1080, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 2984, cost =
 index: 1081, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3156, cost =
 index: 1082, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3185, cost =
 index: 1083, (beta,j): ( 170,  11) --> ( 210,   1), goal index: 3489, cost =
 index: 1084, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3631, cost =
 index: 1085, (beta,j): ( 172,   9) --> ( 210,   1), goal index: 3007, cost =
 index: 1086, (beta,j): ( 171,   6) --> ( 210,   1), goal index: 3105, cost =
 index: 1087, (beta,j): ( 173,  12) --> ( 210,   1), goal index: 3110, cost =
 index: 1088, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3150, cost =
 index: 1089, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3268, cost =
 index: 1090, (beta,j): ( 172,   8) --> ( 210,   1), goal index: 3479, cost =
 index: 1091, (beta,j): ( 171,   5) --> ( 210,   1), goal index: 3502, cost =
 index: 1092, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3623, cost =
 index: 1093, (beta,j): ( 173,  11) --> ( 210,   1), goal index: 3792, cost =
 index: 1094, (beta,j): ( 172,  12) --> ( 210,   1), goal index: 3783, cost =
 index: 1095, (beta,j): ( 172,  11) --> ( 210,   1), goal index: 3355, cost =
 index: 1096, (beta,j): ( 172,   7) --> ( 210,   1), goal index: 3347, cost =
 index: 1097, (beta,j): ( 172,  14) --> ( 210,   1), goal index: 3627, cost =
 index: 1098, (beta,j): ( 174,  14) --> ( 210,   1), goal index: 3035, cost =
 index: 1099, (beta,j): ( 171,   4) --> ( 210,   1), goal index: 3195, cost =
 index: 1100, (beta,j): ( 173,  10) --> ( 210,   1), goal index: 3365, cost =
 index: 1101, (beta,j): ( 172,  11) --> ( 210,   1), goal index: 3504, cost =
 index: 1102, (beta,j): ( 172,  11) --> ( 210,   1), goal index: 3442, cost =
 index: 1103, (beta,j): ( 173,  14) --> ( 210,   1), goal index: 3732, cost =
 index: 1104, (beta,j): ( 173,  10) --> ( 210,   1), goal index: 3542, cost =
 index: 1105, (beta,j): ( 173,  13) --> ( 210,   1), goal index: 3750, cost =
 index: 1106, (beta,j): ( 172,  10) --> ( 210,   1), goal index: 3760, cost =
 index: 1107, (beta,j): ( 172,  13) --> ( 210,   1), goal index: 3642, cost =
 index: 1108, (beta,j): ( 173,  14) --> ( 210,   1), goal index: 3426, cost =
 index: 1109, (beta,j): ( 173,  14) --> ( 210,   1), goal index: 3415, cost =
 index: 1110, (beta,j): ( 172,   6) --> ( 210,   1), goal index: 3732, cost =
